temporada,fecha,id_pais,id_partido,id_local,id_visitante,goles_local,goles_visitante,nombre_liga
2008/2009,2008-11-01 00:00:00,1,492567,9994,9998,0,0,Belgium Jupiler League
2008/2009,2009-03-21 00:00:00,1,493050,9987,4049,3,0,Belgium Jupiler League
2008/2009,2008-10-25 00:00:00,1,492554,8635,8203,7,1,Belgium Jupiler League
2009/2010,2009-10-18 00:00:00,1,665427,9987,8203,1,2,Belgium Jupiler League
2009/2010,2009-10-31 00:00:00,1,665543,8571,8203,2,0,Belgium Jupiler League
2009/2010,2009-12-05 00:00:00,1,665601,9986,9997,0,0,Belgium Jupiler League
2009/2010,2010-02-24 00:00:00,1,665694,9999,9987,1,1,Belgium Jupiler League
2010/2011,2010-08-07 00:00:00,1,838486,9994,8571,1,1,Belgium Jupiler League
2010/2011,2011-03-20 00:00:00,1,838869,9985,9993,1,0,Belgium Jupiler League
2010/2011,2011-03-20 00:00:00,1,838875,10001,9986,2,2,Belgium Jupiler League
2011/2012,2011-08-06 00:00:00,1,1032702,9993,9991,2,2,Belgium Jupiler League
2011/2012,2012-01-22 00:00:00,1,1032859,10001,9985,0,0,Belgium Jupiler League
2011/2012,2012-03-18 00:00:00,1,1032919,9993,9994,2,2,Belgium Jupiler League
2011/2012,2011-09-10 00:00:00,1,1032736,1773,9998,3,1,Belgium Jupiler League
2011/2012,2011-09-18 00:00:00,1,1032740,9987,9985,3,0,Belgium Jupiler League
2012/2013,2013-01-26 00:00:00,1,1224173,8203,9987,2,1,Belgium Jupiler League
2012/2013,2012-08-11 00:00:00,1,1224002,9993,10000,1,1,Belgium Jupiler League
2014/2015,2014-07-27 00:00:00,1,1717824,10000,8571,2,0,Belgium Jupiler League
2014/2015,2014-10-29 00:00:00,1,1717920,9984,9985,0,1,Belgium Jupiler League
2014/2015,2014-08-15 00:00:00,1,1717845,274581,9985,5,2,Belgium Jupiler League
2014/2015,2014-09-27 00:00:00,1,1717882,9987,9986,1,1,Belgium Jupiler League
2015/2016,2016-02-06 00:00:00,1,1980020,274581,9987,0,1,Belgium Jupiler League
2015/2016,2016-02-21 00:00:00,1,1980039,8475,8635,1,0,Belgium Jupiler League
2008/2009,2008-10-29 00:00:00,1729,489133,9825,8586,4,4,England Premier League
2008/2009,2008-11-15 00:00:00,1729,489166,10261,8528,2,2,England Premier League
2008/2009,2009-01-18 00:00:00,1729,489255,8586,8462,1,1,England Premier League
2008/2009,2009-01-31 00:00:00,1729,489274,9825,8654,0,0,England Premier League
2009/2010,2009-12-16 00:00:00,1729,658829,8586,8456,3,0,England Premier League
2009/2010,2009-08-18 00:00:00,1729,658584,8472,8455,1,3,England Premier League
2009/2010,2009-08-19 00:00:00,1729,658589,8191,10260,1,0,England Premier League
2009/2010,2010-01-23 00:00:00,1729,658960,10260,8667,4,0,England Premier League
2009/2010,2010-01-31 00:00:00,1729,658974,9825,10260,1,3,England Premier League
2009/2010,2010-02-10 00:00:00,1729,659075,10252,10260,1,1,England Premier League
2009/2010,2010-03-06 00:00:00,1729,659106,8602,10260,0,1,England Premier League
2009/2010,2010-03-29 00:00:00,1729,659130,8456,8528,3,0,England Premier League
2009/2010,2010-04-24 00:00:00,1729,659178,9825,8456,0,0,England Premier League
2009/2010,2009-09-20 00:00:00,1729,658628,8602,9879,2,1,England Premier League
2010/2011,2010-11-07 00:00:00,1729,839922,8659,8456,0,2,England Premier League
2010/2011,2010-11-13 00:00:00,1729,839939,8456,8658,0,0,England Premier League
2010/2011,2010-11-28 00:00:00,1729,839955,8586,8650,2,1,England Premier League
2010/2011,2010-12-28 00:00:00,1729,840006,8586,10261,2,0,England Premier League
2010/2011,2011-01-05 00:00:00,1729,840072,10261,8654,5,0,England Premier League
2010/2011,2011-05-08 00:00:00,1729,840211,8602,8659,3,1,England Premier League
2011/2012,2011-12-11 00:00:00,1729,1024958,8472,8655,2,1,England Premier League
2011/2012,2012-01-14 00:00:00,1729,1025240,10252,8668,1,1,England Premier League
2011/2012,2012-02-25 00:00:00,1729,1025576,10261,8602,2,2,England Premier League
2011/2012,2012-04-28 00:00:00,1729,1026089,8659,10252,0,0,England Premier League
2011/2012,2011-09-17 00:00:00,1729,1024459,10003,8659,3,0,England Premier League
2012/2013,2012-12-01 00:00:00,1729,1229257,10172,10252,1,1,England Premier League
2012/2013,2012-12-01 00:00:00,1729,1229259,8659,10194,0,1,England Premier League
2012/2013,2013-02-09 00:00:00,1729,1229378,8466,8456,3,1,England Premier League
2012/2013,2013-02-09 00:00:00,1729,1229383,8586,10261,2,1,England Premier League
2012/2013,2012-09-01 00:00:00,1729,1228318,8659,8668,2,0,England Premier League
2012/2013,2012-10-07 00:00:00,1729,1229167,8466,9879,2,2,England Premier League
2013/2014,2013-11-24 00:00:00,1729,1474399,8456,8586,6,0,England Premier League
2013/2014,2013-11-23 00:00:00,1729,1474402,10261,9850,2,1,England Premier League
2013/2014,2013-12-01 00:00:00,1729,1474424,8456,10003,3,0,England Premier League
2013/2014,2014-03-29 00:00:00,1729,1475049,10003,9850,3,0,England Premier League
2013/2014,2013-09-15 00:00:00,1729,1474180,8466,8654,0,0,England Premier League
2013/2014,2013-09-16 00:00:00,1729,1474184,10003,8650,2,2,England Premier League
2014/2015,2014-11-02 00:00:00,1729,1724073,10252,8586,1,2,England Premier League
2014/2015,2014-11-22 00:00:00,1729,1724096,8668,8654,2,1,England Premier League
2014/2015,2014-11-29 00:00:00,1729,1724104,10260,8667,3,0,England Premier League
2014/2015,2014-12-26 00:00:00,1729,1724154,8455,8654,2,0,England Premier League
2014/2015,2014-12-28 00:00:00,1729,1724166,10261,8668,3,2,England Premier League
2014/2015,2015-03-03 00:00:00,1729,1724253,8667,8472,1,1,England Premier League
2014/2015,2015-05-16 00:00:00,1729,1724351,8654,8668,1,2,England Premier League
2015/2016,2015-10-25 00:00:00,1729,1988808,8472,10261,3,0,England Premier League
2015/2016,2015-12-05 00:00:00,1729,1988856,10194,8456,2,0,England Premier League
2015/2016,2016-03-05 00:00:00,1729,1988992,8668,8654,2,3,England Premier League
2015/2016,2016-04-17 00:00:00,1729,1989044,8197,8654,2,2,England Premier League
2008/2009,2008-11-08 00:00:00,4769,483253,9829,9748,0,1,France Ligue 1
2008/2009,2009-01-18 00:00:00,4769,483331,8639,9851,1,0,France Ligue 1
2008/2009,2009-02-08 00:00:00,4769,483353,8592,9827,1,0,France Ligue 1
2008/2009,2009-02-28 00:00:00,4769,483385,9830,9855,1,1,France Ligue 1
2008/2009,2008-08-24 00:00:00,4769,483150,9827,9830,2,0,France Ligue 1
2009/2010,2009-10-31 00:00:00,4769,654109,8588,8689,1,1,France Ligue 1
2009/2010,2009-11-07 00:00:00,4769,654126,8682,8583,0,1,France Ligue 1
2009/2010,2010-01-30 00:00:00,4769,654324,9827,4170,0,0,France Ligue 1
2009/2010,2010-03-20 00:00:00,4769,654488,8583,8682,2,1,France Ligue 1
2010/2011,2010-11-07 00:00:00,4769,830050,8481,9829,0,4,France Ligue 1
2010/2011,2011-02-19 00:00:00,4769,830197,8521,9829,2,0,France Ligue 1
2010/2011,2010-09-18 00:00:00,4769,829921,108893,8592,0,3,France Ligue 1
2011/2012,2011-08-06 00:00:00,4769,1019338,8521,4087,2,2,France Ligue 1
2011/2012,2012-01-14 00:00:00,4769,1019774,9836,4087,3,1,France Ligue 1
2011/2012,2012-02-26 00:00:00,4769,1019948,9851,8639,1,1,France Ligue 1
2011/2012,2012-03-03 00:00:00,4769,1019969,8481,9748,2,0,France Ligue 1
2011/2012,2011-09-10 00:00:00,4769,1019408,8592,9851,0,1,France Ligue 1
2011/2012,2011-09-18 00:00:00,4769,1019428,9748,8592,2,0,France Ligue 1
2011/2012,2011-10-01 00:00:00,4769,1019479,7819,9831,1,1,France Ligue 1
2012/2013,2012-11-03 00:00:00,4769,1216916,9831,8481,2,1,France Ligue 1
2012/2013,2012-12-22 00:00:00,4769,1216992,7794,8481,4,2,France Ligue 1
2012/2013,2013-01-18 00:00:00,4769,1217017,9748,4087,0,0,France Ligue 1
2012/2013,2013-03-30 00:00:00,4769,1217110,9873,7794,3,4,France Ligue 1
2012/2013,2013-05-26 00:00:00,4769,1217190,9873,10242,2,1,France Ligue 1
2013/2014,2013-08-10 00:00:00,4769,1468116,9851,9837,2,1,France Ligue 1
2013/2014,2014-03-08 00:00:00,4769,1468477,7794,9847,0,3,France Ligue 1
2013/2014,2014-03-30 00:00:00,4769,1468506,9748,9853,1,2,France Ligue 1
2013/2014,2014-05-10 00:00:00,4769,1468566,9747,9941,2,0,France Ligue 1
2014/2015,2014-12-06 00:00:00,4769,1709864,9851,10249,0,4,France Ligue 1
2014/2015,2014-08-17 00:00:00,4769,1709711,8592,10249,0,2,France Ligue 1
2014/2015,2015-01-18 00:00:00,4769,1709905,9851,9853,0,0,France Ligue 1
2014/2015,2015-01-31 00:00:00,4769,1709924,9830,8639,1,1,France Ligue 1
2014/2015,2015-02-08 00:00:00,4769,1709930,9747,9829,1,0,France Ligue 1
2014/2015,2015-05-02 00:00:00,4769,1710046,9831,7819,1,1,France Ligue 1
2014/2015,2014-08-31 00:00:00,4769,1709732,8550,9748,2,1,France Ligue 1
2015/2016,2015-11-07 00:00:00,4769,1989906,9847,9941,5,0,France Ligue 1
2015/2016,2016-03-12 00:00:00,4769,1990026,10249,9831,0,2,France Ligue 1
2015/2016,2016-04-09 00:00:00,4769,1990051,9853,10242,1,0,France Ligue 1
2015/2016,2016-04-27 00:00:00,4769,1990074,8639,8121,0,0,France Ligue 1
2015/2016,2015-09-27 00:00:00,4769,1989857,9853,9831,1,4,France Ligue 1
2008/2009,2008-11-02 00:00:00,7809,499409,9789,9911,1,1,Germany 1. Bundesliga
2008/2009,2008-11-29 00:00:00,7809,499443,8178,9823,0,2,Germany 1. Bundesliga
2008/2009,2008-11-30 00:00:00,7809,499445,10269,10189,2,0,Germany 1. Bundesliga
2008/2009,2008-12-06 00:00:00,7809,499459,9788,8178,1,3,Germany 1. Bundesliga
2008/2009,2009-04-12 00:00:00,7809,499552,8178,8697,1,1,Germany 1. Bundesliga
2008/2009,2009-04-19 00:00:00,7809,499561,8177,8697,2,1,Germany 1. Bundesliga
2009/2010,2009-11-06 00:00:00,7809,674366,8178,9810,4,0,Germany 1. Bundesliga
2010/2011,2010-11-20 00:00:00,7809,856997,9788,9905,2,3,Germany 1. Bundesliga
2010/2011,2011-02-20 00:00:00,7809,857216,9788,10189,2,1,Germany 1. Bundesliga
2010/2011,2011-04-03 00:00:00,7809,857304,8722,8165,1,0,Germany 1. Bundesliga
2010/2011,2010-09-11 00:00:00,7809,856892,9823,8697,0,0,Germany 1. Bundesliga
2010/2011,2011-04-17 00:00:00,7809,857354,9789,8358,3,0,Germany 1. Bundesliga
2010/2011,2011-04-23 00:00:00,7809,857372,10269,9790,3,0,Germany 1. Bundesliga
2010/2011,2010-10-17 00:00:00,7809,856942,8226,9788,3,2,Germany 1. Bundesliga
2011/2012,2012-01-21 00:00:00,7809,1030187,8350,8697,0,0,Germany 1. Bundesliga
2011/2012,2012-03-03 00:00:00,7809,1030298,8177,8697,1,0,Germany 1. Bundesliga
2011/2012,2011-08-20 00:00:00,7809,1029793,8697,8358,5,3,Germany 1. Bundesliga
2011/2012,2012-04-11 00:00:00,7809,1030399,8165,10189,4,1,Germany 1. Bundesliga
2012/2013,2012-11-17 00:00:00,7809,1239574,9790,9905,1,0,Germany 1. Bundesliga
2012/2013,2012-09-01 00:00:00,7809,1239487,8178,8358,2,0,Germany 1. Bundesliga
2012/2013,2013-02-23 00:00:00,7809,1239671,8406,8226,2,1,Germany 1. Bundesliga
2012/2013,2012-09-26 00:00:00,7809,1239480,9904,8165,4,1,Germany 1. Bundesliga
2012/2013,2012-10-06 00:00:00,7809,1239522,10189,8721,3,0,Germany 1. Bundesliga
2012/2013,2012-10-21 00:00:00,7809,1239536,9790,10269,0,1,Germany 1. Bundesliga
2013/2014,2013-08-10 00:00:00,7809,1478949,9776,8697,0,1,Germany 1. Bundesliga
2013/2014,2013-10-26 00:00:00,7809,1479079,9905,9776,2,0,Germany 1. Bundesliga
2013/2014,2013-12-21 00:00:00,7809,1479140,8358,9904,2,1,Germany 1. Bundesliga
2013/2014,2014-01-25 00:00:00,7809,1479148,8721,9904,1,3,Germany 1. Bundesliga
2013/2014,2014-02-15 00:00:00,7809,1479177,8697,9788,1,1,Germany 1. Bundesliga
2013/2014,2014-03-01 00:00:00,7809,1479195,8697,9790,1,0,Germany 1. Bundesliga
2013/2014,2014-04-05 00:00:00,7809,1479252,8406,9823,1,0,Germany 1. Bundesliga
2013/2014,2013-08-24 00:00:00,7809,1479016,8177,9790,1,0,Germany 1. Bundesliga
2014/2015,2014-11-22 00:00:00,7809,1732822,9788,9810,1,3,Germany 1. Bundesliga
2014/2015,2015-04-18 00:00:00,7809,1732978,8177,8722,0,0,Germany 1. Bundesliga
2015/2016,2015-11-07 00:00:00,7809,2002193,8178,8722,1,2,Germany 1. Bundesliga
2015/2016,2015-12-19 00:00:00,7809,2002243,9904,9823,0,1,Germany 1. Bundesliga
2015/2016,2016-03-02 00:00:00,7809,2002301,10189,9790,3,2,Germany 1. Bundesliga
2015/2016,2016-03-12 00:00:00,7809,2002324,8226,8721,1,0,Germany 1. Bundesliga
2015/2016,2015-09-12 00:00:00,7809,2002120,9904,9789,2,4,Germany 1. Bundesliga
2015/2016,2015-10-03 00:00:00,7809,2002161,8226,10269,2,2,Germany 1. Bundesliga
2008/2009,2008-12-21 00:00:00,10257,539724,8533,10233,0,1,Italy Serie A
2008/2009,2008-09-14 00:00:00,10257,539564,8551,8529,2,0,Italy Serie A
2008/2009,2008-10-19 00:00:00,10257,539618,10233,8551,1,0,Italy Serie A
2009/2010,2009-08-23 00:00:00,10257,704361,8537,8529,0,0,Italy Serie A
2009/2010,2009-11-29 00:00:00,10257,704574,8529,9885,2,0,Italy Serie A
2009/2010,2009-12-06 00:00:00,10257,704606,8686,8543,1,0,Italy Serie A
2009/2010,2010-01-24 00:00:00,10257,704753,8551,8529,1,1,Italy Serie A
2009/2010,2010-01-31 00:00:00,10257,704805,8530,8600,1,1,Italy Serie A
2009/2010,2010-03-21 00:00:00,10257,705348,8533,8530,1,1,Italy Serie A
2010/2011,2011-03-13 00:00:00,10257,888446,8533,8535,0,1,Italy Serie A
2010/2011,2010-09-26 00:00:00,10257,888200,9882,8600,0,0,Italy Serie A
2011/2012,2011-11-06 00:00:00,10257,1083091,9880,9888,0,1,Italy Serie A
2011/2012,2012-01-15 00:00:00,10257,1083302,8543,8524,2,0,Italy Serie A
2011/2012,2011-09-18 00:00:00,10257,1082968,8543,10233,1,2,Italy Serie A
2011/2012,2012-04-21 00:00:00,10257,1083185,8530,8524,2,0,Italy Serie A
2011/2012,2012-04-21 00:00:00,10257,1083191,9875,6269,2,0,Italy Serie A
2011/2012,2012-05-01 00:00:00,10257,1083163,9875,8540,2,0,Italy Serie A
2011/2012,2011-09-21 00:00:00,10257,1082979,10233,8530,3,0,Italy Serie A
2011/2012,2011-10-26 00:00:00,10257,1083057,6269,8551,1,1,Italy Serie A
2012/2013,2012-11-11 00:00:00,10257,1287081,8543,8686,3,2,Italy Serie A
2012/2013,2013-02-03 00:00:00,10257,1287192,8533,9885,1,2,Italy Serie A
2012/2013,2013-03-03 00:00:00,10257,1287228,9857,8529,3,0,Italy Serie A
2012/2013,2012-09-16 00:00:00,10257,1286989,10233,9885,1,3,Italy Serie A
2012/2013,2013-03-30 00:00:00,10257,1287265,8524,9882,0,0,Italy Serie A
2012/2013,2013-04-21 00:00:00,10257,1287294,8686,9878,1,1,Italy Serie A
2012/2013,2013-04-28 00:00:00,10257,1287299,9882,8535,0,3,Italy Serie A
2013/2014,2013-08-24 00:00:00,10257,1536516,9876,8564,2,1,Italy Serie A
2013/2014,2013-12-01 00:00:00,10257,1536657,9885,8600,1,0,Italy Serie A
2013/2014,2013-12-08 00:00:00,10257,1536661,8529,10233,2,1,Italy Serie A
2013/2014,2014-03-23 00:00:00,10257,1536805,8530,9885,0,1,Italy Serie A
2013/2014,2014-03-29 00:00:00,10257,1536820,9857,8524,0,2,Italy Serie A
2013/2014,2013-09-29 00:00:00,10257,1536577,8686,9857,5,0,Italy Serie A
2014/2015,2014-11-23 00:00:00,10257,1786084,9880,9882,1,1,Italy Serie A
2014/2015,2014-12-13 00:00:00,10257,1786118,8543,8524,3,0,Italy Serie A
2014/2015,2015-01-10 00:00:00,10257,1786152,9804,8564,1,1,Italy Serie A
2014/2015,2015-02-15 00:00:00,10257,1786231,9804,8529,1,1,Italy Serie A
2014/2015,2015-02-15 00:00:00,10257,1786235,8524,8636,1,4,Italy Serie A
2014/2015,2015-04-18 00:00:00,10257,1786315,9885,8543,2,0,Italy Serie A
2015/2016,2015-12-06 00:00:00,10257,2060552,9882,7943,1,3,Italy Serie A
2015/2016,2016-01-24 00:00:00,10257,2060300,9876,10233,1,1,Italy Serie A
2015/2016,2016-03-20 00:00:00,10257,2060475,9876,208931,1,2,Italy Serie A
2015/2016,2016-04-20 00:00:00,10257,2060554,8540,8524,2,2,Italy Serie A
2015/2016,2016-05-01 00:00:00,10257,2060602,8540,9882,2,0,Italy Serie A
2015/2016,2016-05-08 00:00:00,10257,2060615,8686,8533,3,0,Italy Serie A
2008/2009,2009-01-17 00:00:00,13274,523805,10217,9791,2,2,Netherlands Eredivisie
2008/2009,2009-02-04 00:00:00,13274,523834,8674,8464,2,0,Netherlands Eredivisie
2008/2009,2009-02-08 00:00:00,13274,523845,10235,8674,0,0,Netherlands Eredivisie
2008/2009,2009-04-19 00:00:00,13274,523926,9908,10228,2,1,Netherlands Eredivisie
2008/2009,2008-10-26 00:00:00,13274,523709,10235,10228,2,2,Netherlands Eredivisie
2008/2009,2008-10-29 00:00:00,13274,523718,8464,8674,2,2,Netherlands Eredivisie
2009/2010,2009-08-02 00:00:00,13274,662253,10235,8464,2,0,Netherlands Eredivisie
2009/2010,2009-10-23 00:00:00,13274,662337,9908,9803,2,1,Netherlands Eredivisie
2009/2010,2010-02-17 00:00:00,13274,662427,8464,8525,2,1,Netherlands Eredivisie
2009/2010,2010-02-12 00:00:00,13274,662445,8464,9761,4,2,Netherlands Eredivisie
2009/2010,2010-02-27 00:00:00,13274,662466,8277,10229,0,3,Netherlands Eredivisie
2009/2010,2009-09-12 00:00:00,13274,662295,10217,10229,2,1,Netherlands Eredivisie
2010/2011,2010-11-20 00:00:00,13274,836407,8611,10229,1,2,Netherlands Eredivisie
2010/2011,2011-01-22 00:00:00,13274,836518,9791,10229,0,0,Netherlands Eredivisie
2010/2011,2010-09-11 00:00:00,13274,836185,10228,8277,2,1,Netherlands Eredivisie
2011/2012,2011-08-06 00:00:00,13274,1028470,10228,8464,2,2,Netherlands Eredivisie
2011/2012,2011-10-23 00:00:00,13274,1028576,8674,8611,1,1,Netherlands Eredivisie
2011/2012,2011-11-27 00:00:00,13274,1028614,8611,8277,0,0,Netherlands Eredivisie
2011/2012,2011-12-09 00:00:00,13274,1028624,10217,9791,2,0,Netherlands Eredivisie
2011/2012,2012-02-04 00:00:00,13274,1028708,10218,9839,3,1,Netherlands Eredivisie
2012/2013,2012-11-03 00:00:00,13274,1222849,8640,9791,4,0,Netherlands Eredivisie
2012/2013,2012-08-26 00:00:00,13274,1222689,9791,10235,1,2,Netherlands Eredivisie
2012/2013,2013-04-14 00:00:00,13274,1223297,10228,8525,3,2,Netherlands Eredivisie
2013/2014,2013-10-27 00:00:00,13274,1473121,8277,8674,2,2,Netherlands Eredivisie
2013/2014,2013-12-08 00:00:00,13274,1473164,8674,10217,1,2,Netherlands Eredivisie
2013/2014,2014-02-16 00:00:00,13274,1473235,8593,10228,3,0,Netherlands Eredivisie
2013/2014,2014-03-30 00:00:00,13274,1473292,9803,10219,0,1,Netherlands Eredivisie
2013/2014,2014-04-05 00:00:00,13274,1473294,10228,8640,3,0,Netherlands Eredivisie
2013/2014,2013-09-01 00:00:00,13274,1473064,10229,8277,1,1,Netherlands Eredivisie
2014/2015,2014-11-22 00:00:00,13274,1712503,10229,8277,1,0,Netherlands Eredivisie
2014/2015,2014-11-30 00:00:00,13274,1712516,10217,8593,1,1,Netherlands Eredivisie
2014/2015,2014-12-13 00:00:00,13274,1712530,9761,10228,0,2,Netherlands Eredivisie
2014/2015,2014-09-13 00:00:00,13274,1712434,6413,8640,3,1,Netherlands Eredivisie
2014/2015,2014-09-21 00:00:00,13274,1712443,9791,8611,1,4,Netherlands Eredivisie
2015/2016,2015-11-01 00:00:00,13274,1983367,10217,10235,1,0,Netherlands Eredivisie
2015/2016,2015-12-12 00:00:00,13274,1983411,10217,8525,1,1,Netherlands Eredivisie
2015/2016,2015-12-20 00:00:00,13274,1983423,8464,10235,3,1,Netherlands Eredivisie
2015/2016,2016-02-27 00:00:00,13274,1983491,8640,10217,2,0,Netherlands Eredivisie
2015/2016,2016-03-19 00:00:00,13274,1983517,10235,8526,3,1,Netherlands Eredivisie
2015/2016,2016-05-01 00:00:00,13274,1983567,8277,9908,1,3,Netherlands Eredivisie
2008/2009,2009-03-07 00:00:00,15722,506674,10265,2183,2,1,Poland Ekstraklasa
2008/2009,2009-04-05 00:00:00,15722,506697,1957,8244,4,0,Poland Ekstraklasa
2008/2009,2008-09-12 00:00:00,15722,506577,8244,1957,1,0,Poland Ekstraklasa
2009/2010,2009-11-07 00:00:00,15722,674198,8569,8322,1,0,Poland Ekstraklasa
2009/2010,2009-12-12 00:00:00,15722,674588,8025,2183,1,0,Poland Ekstraklasa
2009/2010,2009-08-08 00:00:00,15722,673647,8242,8031,0,1,Poland Ekstraklasa
2009/2010,2010-03-27 00:00:00,15722,674637,8025,8245,1,1,Poland Ekstraklasa
2010/2011,2010-10-22 00:00:00,15722,838483,8245,8673,1,4,Poland Ekstraklasa
2010/2011,2010-08-14 00:00:00,15722,838401,2182,8322,0,0,Poland Ekstraklasa
2010/2011,2011-04-30 00:00:00,15722,838758,8569,8245,1,0,Poland Ekstraklasa
2010/2011,2011-05-11 00:00:00,15722,838799,8245,8030,2,3,Poland Ekstraklasa
2011/2012,2011-11-19 00:00:00,15722,1030970,8673,8030,3,0,Poland Ekstraklasa
2011/2012,2012-02-19 00:00:00,15722,1031189,8020,8673,2,0,Poland Ekstraklasa
2011/2012,2012-02-20 00:00:00,15722,1031191,8245,1957,2,0,Poland Ekstraklasa
2011/2012,2012-02-26 00:00:00,15722,1031179,8025,8673,0,4,Poland Ekstraklasa
2008/2009,2008-11-07 00:00:00,1,492576,9984,10000,2,0,Belgium Jupiler League
2008/2009,2008-11-15 00:00:00,1,492583,9987,9999,1,1,Belgium Jupiler League
2009/2010,2009-11-22 00:00:00,1,665574,10000,8203,4,1,Belgium Jupiler League
2009/2010,2010-01-23 00:00:00,1,665680,8571,9993,3,0,Belgium Jupiler League
2009/2010,2010-01-30 00:00:00,1,665692,8203,9984,1,2,Belgium Jupiler League
2010/2011,2010-10-17 00:00:00,1,838598,9984,8635,1,0,Belgium Jupiler League
2011/2012,2011-09-10 00:00:00,1,1032738,9984,9993,2,1,Belgium Jupiler League
2011/2012,2011-10-01 00:00:00,1,1032761,9998,9994,3,3,Belgium Jupiler League
2012/2013,2013-03-16 00:00:00,1,1224218,9993,9984,3,1,Belgium Jupiler League
2012/2013,2012-08-25 00:00:00,1,1224019,1773,8635,1,1,Belgium Jupiler League
2014/2015,2014-12-20 00:00:00,1,1717972,9986,9989,6,0,Belgium Jupiler League
2014/2015,2014-12-21 00:00:00,1,1717974,9994,8571,1,2,Belgium Jupiler League
2014/2015,2015-02-07 00:00:00,1,1718013,10000,9989,2,3,Belgium Jupiler League
2014/2015,2014-08-29 00:00:00,1,1717858,9991,8571,0,1,Belgium Jupiler League
2015/2016,2015-10-04 00:00:00,1,1979897,9991,8342,4,1,Belgium Jupiler League
2015/2016,2015-12-22 00:00:00,1,1979948,274581,9986,0,1,Belgium Jupiler League
2015/2016,2015-12-11 00:00:00,1,1979974,10001,9987,0,0,Belgium Jupiler League
2008/2009,2008-11-08 00:00:00,1729,489152,9825,10260,2,1,England Premier League
2008/2009,2009-02-07 00:00:00,1729,489283,8472,10194,2,0,England Premier League
2008/2009,2009-05-16 00:00:00,1729,489404,8586,8456,2,1,England Premier League
2009/2010,2010-01-30 00:00:00,1729,658967,8528,8668,0,1,England Premier League
2009/2010,2010-01-30 00:00:00,1729,658972,9879,10252,0,2,England Premier League
2009/2010,2009-08-22 00:00:00,1729,658597,8456,8602,1,0,England Premier League
2009/2010,2010-04-17 00:00:00,1729,659161,8472,8191,2,1,England Premier League
2009/2010,2010-04-25 00:00:00,1729,659175,8191,8650,0,4,England Premier League
2009/2010,2010-05-09 00:00:00,1729,659373,8559,8658,2,1,England Premier League
2010/2011,2010-12-26 00:00:00,1729,840000,8655,10194,0,2,England Premier League
2010/2011,2010-09-19 00:00:00,1729,839862,8528,8456,0,2,England Premier League
2010/2011,2010-09-25 00:00:00,1729,839864,9825,8659,2,3,England Premier League
2010/2011,2010-10-24 00:00:00,1729,839894,8650,8655,2,1,England Premier League
2011/2012,2011-11-05 00:00:00,1729,1024765,10261,8668,2,1,England Premier League
2011/2012,2011-12-31 00:00:00,1729,1025164,10003,8586,1,1,England Premier League
2011/2012,2012-01-02 00:00:00,1729,1025216,10172,9850,1,2,England Premier League
2011/2012,2012-04-10 00:00:00,1729,1025919,8655,8650,2,3,England Premier League
2011/2012,2012-04-11 00:00:00,1729,1025929,8456,8659,4,0,England Premier League
2012/2013,2013-02-24 00:00:00,1729,1229388,8456,8455,2,0,England Premier League
2012/2013,2013-04-16 00:00:00,1729,1229407,9825,8668,0,0,England Premier League
2012/2013,2013-04-06 00:00:00,1729,1229444,9850,10003,2,2,England Premier League
2012/2013,2012-09-22 00:00:00,1729,1228390,8654,8472,1,1,England Premier League
2012/2013,2012-10-21 00:00:00,1729,1229179,8472,10261,1,1,England Premier League
2012/2013,2012-10-20 00:00:00,1729,1229182,8659,8456,1,2,England Premier League
2013/2014,2013-12-26 00:00:00,1729,1474626,8654,9825,1,3,England Premier League
2013/2014,2014-02-08 00:00:00,1729,1474959,8455,10261,3,0,England Premier League
2013/2014,2014-02-23 00:00:00,1729,1474987,10261,10252,1,0,England Premier League
2013/2014,2013-09-01 00:00:00,1729,1474162,8650,10260,1,0,England Premier League
2013/2014,2014-04-20 00:00:00,1729,1475078,8668,10260,2,0,England Premier League
2013/2014,2014-05-11 00:00:00,1729,1475119,8586,10252,3,0,England Premier League
2013/2014,2013-09-14 00:00:00,1729,1474176,9879,8659,1,1,England Premier League
2014/2015,2014-11-22 00:00:00,1729,1724101,10194,8191,1,2,England Premier League
2014/2015,2014-12-28 00:00:00,1729,1724169,10194,8659,2,0,England Premier League
2014/2015,2015-03-14 00:00:00,1729,1724269,8472,10252,0,4,England Premier League
2015/2016,2015-12-07 00:00:00,1729,1988852,8668,9826,1,1,England Premier League
2015/2016,2015-08-14 00:00:00,1729,1987078,10252,10260,0,1,England Premier League
2015/2016,2016-01-23 00:00:00,1729,1988938,8659,10252,0,0,England Premier League
2015/2016,2016-02-13 00:00:00,1729,1988967,9850,8654,2,2,England Premier League
2015/2016,2016-03-19 00:00:00,1729,1989012,8668,9825,0,2,England Premier League
2015/2016,2016-04-09 00:00:00,1729,1989033,8456,8659,2,1,England Premier League
2015/2016,2016-05-08 00:00:00,1729,1989074,8650,9817,2,0,England Premier League
2015/2016,2015-08-29 00:00:00,1729,1988744,8456,9817,2,0,England Premier League
2008/2009,2008-11-16 00:00:00,4769,483263,9748,9827,2,1,France Ligue 1
2008/2009,2009-01-10 00:00:00,4769,483321,9746,9941,0,1,France Ligue 1
2008/2009,2009-03-21 00:00:00,4769,483434,8481,9829,0,1,France Ligue 1
