temporada,fecha,id_pais,id_partido,id_local,id_visitante,goles_local,goles_visitante,nombre_liga
2012/2013,2012-09-22 00:00:00,10257,1287002,9885,8533,2,0,Italy Serie A
2012/2013,2012-09-26 00:00:00,10257,1287013,9878,8540,1,0,Italy Serie A
2012/2013,2012-09-26 00:00:00,10257,1287016,9804,8600,0,0,Italy Serie A
2013/2014,2013-08-25 00:00:00,10257,1536520,9875,9857,3,0,Italy Serie A
2013/2014,2013-11-24 00:00:00,10257,1536649,8600,8535,1,0,Italy Serie A
2013/2014,2013-12-06 00:00:00,10257,1536660,9857,9885,0,2,Italy Serie A
2013/2014,2013-12-22 00:00:00,10257,1536680,8524,9885,1,4,Italy Serie A
2013/2014,2013-09-01 00:00:00,10257,1536539,8600,10167,3,1,Italy Serie A
2013/2014,2014-03-23 00:00:00,10257,1536801,9857,8529,1,0,Italy Serie A
2013/2014,2014-03-23 00:00:00,10257,1536804,9882,9876,5,0,Italy Serie A
2013/2014,2014-03-26 00:00:00,10257,1536813,8524,8537,2,0,Italy Serie A
2013/2014,2014-04-25 00:00:00,10257,1536866,8686,8564,2,0,Italy Serie A
2013/2014,2013-09-29 00:00:00,10257,1536579,9804,9885,0,1,Italy Serie A
2014/2015,2015-01-11 00:00:00,10257,1786143,8524,8533,1,1,Italy Serie A
2014/2015,2014-09-14 00:00:00,10257,1785987,8543,9880,3,0,Italy Serie A
2014/2015,2015-02-07 00:00:00,10257,1786229,9876,9804,1,3,Italy Serie A
2014/2015,2015-03-22 00:00:00,10257,1786285,8543,9876,2,0,Italy Serie A
2014/2015,2015-04-29 00:00:00,10257,1786331,9880,8524,2,2,Italy Serie A
2014/2015,2014-09-24 00:00:00,10257,1786005,9876,10233,2,2,Italy Serie A
2015/2016,2015-11-22 00:00:00,10257,2060507,8535,8534,2,2,Italy Serie A
2015/2016,2016-01-17 00:00:00,10257,2060287,8564,8535,2,0,Italy Serie A
2015/2016,2016-01-16 00:00:00,10257,2060288,9804,9891,4,2,Italy Serie A
2015/2016,2016-01-17 00:00:00,10257,2060292,9857,8543,2,2,Italy Serie A
2015/2016,2016-02-29 00:00:00,10257,2060420,8535,9875,1,1,Italy Serie A
2015/2016,2015-09-14 00:00:00,10257,2060284,9882,9857,2,0,Italy Serie A
2015/2016,2016-04-02 00:00:00,10257,2060502,208931,7943,1,3,Italy Serie A
2015/2016,2015-10-25 00:00:00,10257,2060429,8543,9804,3,0,Italy Serie A
2008/2009,2008-11-30 00:00:00,13274,523763,8277,10235,1,1,Netherlands Eredivisie
2008/2009,2008-12-28 00:00:00,13274,523801,9908,9803,3,1,Netherlands Eredivisie
2008/2009,2009-03-21 00:00:00,13274,523895,8640,8277,2,0,Netherlands Eredivisie
2008/2009,2008-10-17 00:00:00,13274,523695,10217,6601,2,0,Netherlands Eredivisie
2009/2010,2010-02-13 00:00:00,13274,662448,10229,9803,2,0,Netherlands Eredivisie
2009/2010,2010-04-18 00:00:00,13274,662535,8640,8674,3,1,Netherlands Eredivisie
2009/2010,2009-10-04 00:00:00,13274,662327,9791,8611,1,3,Netherlands Eredivisie
2010/2011,2011-04-02 00:00:00,13274,836651,10228,10218,2,3,Netherlands Eredivisie
2010/2011,2011-05-15 00:00:00,13274,836698,8526,9839,1,0,Netherlands Eredivisie
2011/2012,2011-12-03 00:00:00,13274,1028617,10217,9761,3,0,Netherlands Eredivisie
2011/2012,2011-08-13 00:00:00,13274,1028488,10235,9803,3,0,Netherlands Eredivisie
2012/2013,2012-08-11 00:00:00,13274,1222669,10219,8640,3,2,Netherlands Eredivisie
2012/2013,2012-11-17 00:00:00,13274,1222875,10228,10219,0,2,Netherlands Eredivisie
2012/2013,2013-03-01 00:00:00,13274,1223190,8277,9908,2,0,Netherlands Eredivisie
2012/2013,2013-03-09 00:00:00,13274,1223218,9791,8464,1,0,Netherlands Eredivisie
2012/2013,2013-03-16 00:00:00,13274,1223234,8640,10219,2,0,Netherlands Eredivisie
2012/2013,2012-08-25 00:00:00,13274,1222688,9839,10217,2,4,Netherlands Eredivisie
2012/2013,2013-05-12 00:00:00,13274,1223346,6413,10217,4,2,Netherlands Eredivisie
2013/2014,2013-10-19 00:00:00,13274,1473108,10219,9803,1,2,Netherlands Eredivisie
2013/2014,2014-04-12 00:00:00,13274,1473304,7788,8277,4,3,Netherlands Eredivisie
2014/2015,2014-11-08 00:00:00,13274,1712499,6413,8674,2,0,Netherlands Eredivisie
2014/2015,2014-12-13 00:00:00,13274,1712531,10217,10218,2,2,Netherlands Eredivisie
2014/2015,2015-01-18 00:00:00,13274,1712554,10235,8611,3,1,Netherlands Eredivisie
2014/2015,2014-08-16 00:00:00,13274,1712405,6631,6413,1,2,Netherlands Eredivisie
2014/2015,2015-01-31 00:00:00,13274,1712565,8674,6433,2,0,Netherlands Eredivisie
2014/2015,2015-01-30 00:00:00,13274,1712567,6631,10228,0,0,Netherlands Eredivisie
2014/2015,2015-02-07 00:00:00,13274,1712584,8611,10218,1,3,Netherlands Eredivisie
2014/2015,2015-03-07 00:00:00,13274,1712622,10217,10228,0,1,Netherlands Eredivisie
2014/2015,2015-03-08 00:00:00,13274,1712625,10235,9761,3,0,Netherlands Eredivisie
2014/2015,2015-04-24 00:00:00,13274,1712673,10217,8277,1,0,Netherlands Eredivisie
2014/2015,2015-04-26 00:00:00,13274,1712678,6631,7788,0,0,Netherlands Eredivisie
2014/2015,2015-05-10 00:00:00,13274,1712684,10229,9761,3,2,Netherlands Eredivisie
2014/2015,2014-09-21 00:00:00,13274,1712444,9908,8674,1,0,Netherlands Eredivisie
2015/2016,2015-10-25 00:00:00,13274,1983358,7788,10217,1,1,Netherlands Eredivisie
2015/2016,2015-11-01 00:00:00,13274,1983369,9908,8611,4,2,Netherlands Eredivisie
2015/2016,2016-04-16 00:00:00,13274,1983544,10235,8674,1,1,Netherlands Eredivisie
2015/2016,2016-04-21 00:00:00,13274,1983554,10217,10229,1,2,Netherlands Eredivisie
2015/2016,2015-08-30 00:00:00,13274,1983307,8640,10235,3,1,Netherlands Eredivisie
2015/2016,2015-10-04 00:00:00,13274,1983341,8593,8640,1,2,Netherlands Eredivisie
2008/2009,2009-04-19 00:00:00,15722,506714,8322,10265,0,1,Poland Ekstraklasa
2008/2009,2009-05-15 00:00:00,15722,506745,2182,8030,1,0,Poland Ekstraklasa
2008/2009,2008-09-27 00:00:00,15722,506589,1601,1957,0,0,Poland Ekstraklasa
2008/2009,2008-10-17 00:00:00,15722,506609,8242,1957,1,1,Poland Ekstraklasa
2009/2010,2009-10-17 00:00:00,15722,673845,2186,8031,1,2,Poland Ekstraklasa
2009/2010,2009-10-25 00:00:00,15722,674107,8030,2182,0,0,Poland Ekstraklasa
2009/2010,2009-10-31 00:00:00,15722,674185,8322,8242,2,0,Poland Ekstraklasa
2009/2010,2010-03-13 00:00:00,15722,674620,8031,8673,1,0,Poland Ekstraklasa
2009/2010,2010-04-03 00:00:00,15722,674645,8028,8245,1,0,Poland Ekstraklasa
2009/2010,2010-05-01 00:00:00,15722,674868,8242,8322,2,1,Poland Ekstraklasa
2010/2011,2011-03-12 00:00:00,15722,838649,8245,8031,3,3,Poland Ekstraklasa
2010/2011,2011-05-22 00:00:00,15722,838831,8030,2182,2,1,Poland Ekstraklasa
2010/2011,2010-08-21 00:00:00,15722,838410,8322,8020,2,0,Poland Ekstraklasa
2010/2011,2011-05-29 00:00:00,15722,838866,8673,8031,4,0,Poland Ekstraklasa
2010/2011,2010-09-18 00:00:00,15722,838431,8020,8569,1,0,Poland Ekstraklasa
2010/2011,2010-10-17 00:00:00,15722,838464,8030,8322,1,0,Poland Ekstraklasa
2011/2012,2011-08-14 00:00:00,15722,1030831,8030,2186,1,1,Poland Ekstraklasa
2011/2012,2012-05-06 00:00:00,15722,1030936,1957,8244,2,1,Poland Ekstraklasa
2012/2013,2012-12-07 00:00:00,15722,1219108,1601,1957,1,1,Poland Ekstraklasa
2012/2013,2013-04-21 00:00:00,15722,1219228,2182,8021,3,1,Poland Ekstraklasa
2012/2013,2012-10-26 00:00:00,15722,1219050,8033,8030,2,3,Poland Ekstraklasa
2013/2014,2013-08-31 00:00:00,15722,1467861,8023,10265,0,0,Poland Ekstraklasa
2014/2015,2014-12-12 00:00:00,15722,1722240,8025,8569,2,1,Poland Ekstraklasa
2014/2015,2015-03-09 00:00:00,15722,1722272,8019,2186,2,1,Poland Ekstraklasa
2015/2016,2016-02-28 00:00:00,15722,1994806,8673,1601,2,0,Poland Ekstraklasa
2015/2016,2015-07-31 00:00:00,15722,1994637,8028,8020,3,2,Poland Ekstraklasa
2008/2009,2008-08-24 00:00:00,17642,509133,10213,10215,1,0,Portugal Liga ZON Sagres
2008/2009,2009-02-01 00:00:00,17642,509255,10215,10213,2,2,Portugal Liga ZON Sagres
2008/2009,2009-04-05 00:00:00,17642,509309,10238,10264,0,3,Portugal Liga ZON Sagres
2009/2010,2010-01-08 00:00:00,17642,686322,10264,10214,2,0,Portugal Liga ZON Sagres
2009/2010,2010-01-30 00:00:00,17642,686146,9772,7844,3,1,Portugal Liga ZON Sagres
2009/2010,2010-02-01 00:00:00,17642,686152,6421,10212,1,2,Portugal Liga ZON Sagres
2009/2010,2010-02-06 00:00:00,17642,686155,9768,10215,1,2,Portugal Liga ZON Sagres
2009/2010,2010-04-02 00:00:00,17642,686250,10264,7844,3,2,Portugal Liga ZON Sagres
2009/2010,2010-04-05 00:00:00,17642,686252,9809,9772,2,4,Portugal Liga ZON Sagres
2009/2010,2009-09-21 00:00:00,17642,686132,9768,2033,3,2,Portugal Liga ZON Sagres
2010/2011,2010-08-15 00:00:00,17642,859645,9772,10215,1,2,Portugal Liga ZON Sagres
2010/2011,2011-01-16 00:00:00,17642,859769,9771,10211,0,3,Portugal Liga ZON Sagres
2010/2011,2011-03-13 00:00:00,17642,859822,9772,9765,1,1,Portugal Liga ZON Sagres
2010/2011,2011-05-08 00:00:00,17642,859871,9768,10238,0,1,Portugal Liga ZON Sagres
2010/2011,2011-05-08 00:00:00,17642,859875,10214,2033,0,1,Portugal Liga ZON Sagres
2010/2011,2010-09-25 00:00:00,17642,859685,9773,2033,2,0,Portugal Liga ZON Sagres
2010/2011,2010-10-31 00:00:00,17642,859713,10211,9809,3,1,Portugal Liga ZON Sagres
2011/2012,2011-11-26 00:00:00,17642,1042911,9772,9768,1,0,Portugal Liga ZON Sagres
2011/2012,2011-12-11 00:00:00,17642,1042924,9771,7844,1,0,Portugal Liga ZON Sagres
2011/2012,2012-02-11 00:00:00,17642,1042968,9772,10214,4,1,Portugal Liga ZON Sagres
2011/2012,2012-04-29 00:00:00,17642,1043049,7841,9772,2,2,Portugal Liga ZON Sagres
2011/2012,2011-10-23 00:00:00,17642,1042887,9773,10214,5,0,Portugal Liga ZON Sagres
2011/2012,2011-10-30 00:00:00,17642,1042899,7844,7841,2,1,Portugal Liga ZON Sagres
2013/2014,2014-04-12 00:00:00,17642,1498310,7841,2033,1,2,Portugal Liga ZON Sagres
2013/2014,2013-08-31 00:00:00,17642,1498029,9768,9772,1,1,Portugal Liga ZON Sagres
2013/2014,2013-10-26 00:00:00,17642,1498069,7841,9764,0,1,Portugal Liga ZON Sagres
2014/2015,2014-12-21 00:00:00,17642,1748842,8348,8613,1,0,Portugal Liga ZON Sagres
2014/2015,2015-03-01 00:00:00,17642,1750677,9773,9768,3,0,Portugal Liga ZON Sagres
2014/2015,2015-03-13 00:00:00,17642,1750691,6403,8613,1,0,Portugal Liga ZON Sagres
2014/2015,2015-03-20 00:00:00,17642,1750703,10264,10215,0,0,Portugal Liga ZON Sagres
2014/2015,2014-08-31 00:00:00,17642,1748737,9772,9768,1,1,Portugal Liga ZON Sagres
2014/2015,2015-05-17 00:00:00,17642,1750769,7844,9772,0,0,Portugal Liga ZON Sagres
2014/2015,2014-09-29 00:00:00,17642,1748765,6403,9807,2,0,Portugal Liga ZON Sagres
2015/2016,2015-08-22 00:00:00,17642,2015826,9768,6403,1,1,Portugal Liga ZON Sagres
2015/2016,2016-03-06 00:00:00,17642,2016025,188163,158085,0,1,Portugal Liga ZON Sagres
2015/2016,2016-03-04 00:00:00,17642,2016033,6403,10212,2,2,Portugal Liga ZON Sagres
2008/2009,2009-04-11 00:00:00,19694,490169,9860,9925,1,1,Scotland Premier League
2009/2010,2009-11-28 00:00:00,19694,658876,8467,8429,1,1,Scotland Premier League
2009/2010,2010-01-16 00:00:00,19694,658915,9860,9800,1,0,Scotland Premier League
2009/2010,2010-03-16 00:00:00,19694,658917,8467,8485,1,0,Scotland Premier League
2009/2010,2010-02-13 00:00:00,19694,659003,8429,9927,0,0,Scotland Premier League
2009/2010,2009-10-17 00:00:00,19694,658777,8485,9860,1,1,Scotland Premier League
2010/2011,2011-03-16 00:00:00,19694,840356,9938,9860,2,0,Scotland Premier League
2010/2011,2011-04-10 00:00:00,19694,840420,8429,8548,0,1,Scotland Premier League
2010/2011,2011-04-24 00:00:00,19694,1005016,10251,9800,1,1,Scotland Premier League
2011/2012,2012-01-14 00:00:00,19694,1024550,9927,8066,0,1,Scotland Premier League
2012/2013,2013-01-03 00:00:00,19694,1229920,9860,10251,0,0,Scotland Premier League
2012/2013,2013-01-30 00:00:00,19694,1230363,8467,8485,3,1,Scotland Premier League
2012/2013,2013-03-30 00:00:00,19694,1230407,10251,8066,1,2,Scotland Premier League
2012/2013,2013-05-04 00:00:00,19694,1438243,8066,9927,4,3,Scotland Premier League
2012/2013,2012-09-15 00:00:00,19694,1228916,8284,9927,1,2,Scotland Premier League
2013/2014,2013-08-03 00:00:00,19694,1474097,8066,9800,3,0,Scotland Premier League
2013/2014,2014-02-25 00:00:00,19694,1474253,8649,8066,0,3,Scotland Premier League
2013/2014,2014-02-15 00:00:00,19694,1474436,8066,9860,0,0,Scotland Premier League
2013/2014,2014-05-10 00:00:00,19694,1686228,8426,8649,2,3,Scotland Premier League
2013/2014,2013-09-21 00:00:00,19694,1474198,9925,8467,2,1,Scotland Premier League
2014/2015,2014-12-06 00:00:00,19694,1726106,8426,8597,1,1,Scotland Premier League
2014/2015,2014-08-16 00:00:00,19694,1726034,8429,8467,1,0,Scotland Premier League
2008/2009,2008-12-21 00:00:00,21518,530353,8603,8315,0,1,Spain LIGA BBVA
2008/2009,2009-02-08 00:00:00,21518,530478,8305,8558,1,1,Spain LIGA BBVA
2008/2009,2009-05-10 00:00:00,21518,530644,8305,8371,3,0,Spain LIGA BBVA
2008/2009,2008-10-19 00:00:00,21518,530143,8603,8661,3,0,Spain LIGA BBVA
2008/2009,2008-10-26 00:00:00,21518,530214,9783,9869,0,3,Spain LIGA BBVA
2009/2010,2009-08-29 00:00:00,21518,684589,8394,9867,1,0,Spain LIGA BBVA
2009/2010,2009-08-30 00:00:00,21518,684591,9865,10281,0,0,Spain LIGA BBVA
2009/2010,2009-11-29 00:00:00,21518,684763,8305,9868,5,1,Spain LIGA BBVA
2009/2010,2009-12-20 00:00:00,21518,684793,9867,9906,1,1,Spain LIGA BBVA
2009/2010,2010-01-10 00:00:00,21518,684841,8558,8394,2,1,Spain LIGA BBVA
2009/2010,2010-03-20 00:00:00,21518,685036,8633,9869,3,1,Spain LIGA BBVA
2009/2010,2009-09-19 00:00:00,21518,684608,9783,8558,2,3,Spain LIGA BBVA
2009/2010,2010-04-13 00:00:00,21518,685113,8305,10205,3,0,Spain LIGA BBVA
2009/2010,2010-05-08 00:00:00,21518,685184,9869,9906,1,1,Spain LIGA BBVA
2009/2010,2009-11-01 00:00:00,21518,684709,10205,9867,5,0,Spain LIGA BBVA
2010/2011,2010-12-06 00:00:00,21518,875725,9783,10278,1,0,Spain LIGA BBVA
2010/2011,2011-01-23 00:00:00,21518,875838,10205,8560,2,1,Spain LIGA BBVA
2010/2011,2011-04-09 00:00:00,21518,875950,8634,9865,3,1,Spain LIGA BBVA
2010/2011,2011-04-24 00:00:00,21518,875997,9906,8581,4,1,Spain LIGA BBVA
2010/2011,2011-04-24 00:00:00,21518,876000,8696,9864,1,2,Spain LIGA BBVA
2010/2011,2011-05-21 00:00:00,21518,875453,8581,8394,1,2,Spain LIGA BBVA
2011/2012,2011-11-26 00:00:00,21518,1051784,8633,9906,4,1,Spain LIGA BBVA
2011/2012,2012-01-15 00:00:00,21518,1051819,8634,8603,4,2,Spain LIGA BBVA
2011/2012,2012-05-02 00:00:00,21518,1051832,8394,8581,1,0,Spain LIGA BBVA
2011/2012,2012-03-04 00:00:00,21518,1051889,8394,10205,2,1,Spain LIGA BBVA
2011/2012,2012-03-11 00:00:00,21518,1051907,10267,8661,2,2,Spain LIGA BBVA
2011/2012,2012-03-22 00:00:00,21518,1051927,9864,8370,4,2,Spain LIGA BBVA
2012/2013,2012-11-25 00:00:00,21518,1260231,8581,8634,0,4,Spain LIGA BBVA
2012/2013,2013-01-12 00:00:00,21518,1260331,8371,8633,0,0,Spain LIGA BBVA
2012/2013,2013-02-24 00:00:00,21518,1260077,8603,9864,3,0,Spain LIGA BBVA
2012/2013,2013-04-13 00:00:00,21518,1260115,9864,8371,1,0,Spain LIGA BBVA
2012/2013,2013-06-01 00:00:00,21518,1260337,8581,8603,1,1,Spain LIGA BBVA
2012/2013,2012-09-30 00:00:00,21518,1260047,10281,8370,6,1,Spain LIGA BBVA
2013/2014,2013-11-24 00:00:00,21518,1505942,10268,10267,2,1,Spain LIGA BBVA
2013/2014,2013-12-01 00:00:00,21518,1505957,8603,8370,2,2,Spain LIGA BBVA
2013/2014,2014-04-13 00:00:00,21518,1506132,10267,10268,2,1,Spain LIGA BBVA
2013/2014,2014-04-11 00:00:00,21518,1506141,8371,10281,0,0,Spain LIGA BBVA
2013/2014,2014-04-20 00:00:00,21518,1506145,8634,8315,2,1,Spain LIGA BBVA
2013/2014,2014-04-20 00:00:00,21518,1506149,9865,9910,2,4,Spain LIGA BBVA
2013/2014,2014-05-03 00:00:00,21518,1506163,9864,10268,0,1,Spain LIGA BBVA
2013/2014,2013-09-14 00:00:00,21518,1505599,8581,8560,0,0,Spain LIGA BBVA
2013/2014,2013-10-19 00:00:00,21518,1505898,8371,8634,0,0,Spain LIGA BBVA
2014/2015,2015-01-10 00:00:00,21518,1778211,8633,8558,3,0,Spain LIGA BBVA
2014/2015,2014-08-30 00:00:00,21518,1778053,8315,8581,3,0,Spain LIGA BBVA
2014/2015,2015-01-31 00:00:00,21518,1778241,7878,10268,1,0,Spain LIGA BBVA
2014/2015,2015-02-15 00:00:00,21518,1778261,8370,10205,2,0,Spain LIGA BBVA
2014/2015,2015-04-06 00:00:00,21518,1778317,8558,10268,1,1,Spain LIGA BBVA
2014/2015,2015-05-17 00:00:00,21518,1778396,9783,8581,2,0,Spain LIGA BBVA
2015/2016,2015-12-13 00:00:00,21518,2030223,10205,8633,1,0,Spain LIGA BBVA
2015/2016,2015-12-19 00:00:00,21518,2030235,10267,8305,2,2,Spain LIGA BBVA
2015/2016,2016-01-17 00:00:00,21518,2030353,8305,8558,3,1,Spain LIGA BBVA
2015/2016,2016-03-20 00:00:00,21518,2030449,10205,8634,2,2,Spain LIGA BBVA
2008/2009,2008-12-14 00:00:00,24558,486354,10243,9824,1,0,Switzerland Super League
2008/2009,2009-05-24 00:00:00,24558,589923,9956,9931,4,1,Switzerland Super League
2008/2009,2008-08-24 00:00:00,24558,486299,10192,9930,3,3,Switzerland Super League
2009/2010,2010-02-07 00:00:00,24558,768216,9930,6493,6,3,Switzerland Super League
2009/2010,2010-04-24 00:00:00,24558,768458,10199,10243,4,1,Switzerland Super League
2009/2010,2010-05-06 00:00:00,24558,768507,7955,10179,4,1,Switzerland Super League
2010/2011,2010-11-14 00:00:00,24558,845098,10243,10192,2,2,Switzerland Super League
2010/2011,2010-08-01 00:00:00,24558,845038,10191,9956,2,2,Switzerland Super League
2011/2012,2011-07-20 00:00:00,24558,1026930,9956,7730,2,0,Switzerland Super League
2011/2012,2011-11-19 00:00:00,24558,1027005,10191,9777,3,0,Switzerland Super League
2011/2012,2012-05-06 00:00:00,24558,1147514,10179,9956,3,2,Switzerland Super League
2012/2013,2012-07-13 00:00:00,24558,1227651,9777,9931,0,1,Switzerland Super League
2012/2013,2012-10-28 00:00:00,24558,1227802,9777,9956,2,0,Switzerland Super League
2012/2013,2013-03-30 00:00:00,24558,1227860,10191,9956,1,0,Switzerland Super League
2013/2014,2013-07-20 00:00:00,24558,1471634,7730,10192,1,3,Switzerland Super League
2013/2014,2014-02-22 00:00:00,24558,1471885,9930,10243,1,2,Switzerland Super League
2013/2014,2014-03-16 00:00:00,24558,1471901,10199,10243,1,0,Switzerland Super League
2013/2014,2013-09-01 00:00:00,24558,1471671,9931,10192,2,1,Switzerland Super League
2014/2015,2014-11-02 00:00:00,24558,1717282,10179,9930,2,2,Switzerland Super League
2014/2015,2014-12-07 00:00:00,24558,1717303,9824,9930,1,0,Switzerland Super League
2014/2015,2015-02-15 00:00:00,24558,1775094,10190,10199,0,0,Switzerland Super League
2010/2011,2011-05-21 00:00:00,15722,838837,1957,8245,4,0,Poland Ekstraklasa
2010/2011,2010-10-02 00:00:00,15722,838456,8020,1957,0,1,Poland Ekstraklasa
2011/2012,2011-10-31 00:00:00,15722,1030931,1601,2183,0,1,Poland Ekstraklasa
2011/2012,2011-09-30 00:00:00,15722,1030906,8244,8033,2,1,Poland Ekstraklasa
2012/2013,2013-05-26 00:00:00,15722,1219270,8023,8020,1,0,Poland Ekstraklasa
2013/2014,2013-07-19 00:00:00,15722,1467601,8021,8023,0,2,Poland Ekstraklasa
2013/2014,2013-10-19 00:00:00,15722,1467906,8027,10265,3,1,Poland Ekstraklasa
2013/2014,2014-02-16 00:00:00,15722,1467692,8021,8020,3,0,Poland Ekstraklasa
2013/2014,2014-03-21 00:00:00,15722,1467886,10265,8027,0,1,Poland Ekstraklasa
2013/2014,2013-08-03 00:00:00,15722,1467707,8024,8245,2,1,Poland Ekstraklasa
2014/2015,2015-02-15 00:00:00,15722,1722248,8673,1957,1,3,Poland Ekstraklasa
2014/2015,2015-02-20 00:00:00,15722,1722257,8033,2186,1,1,Poland Ekstraklasa
2014/2015,2015-04-10 00:00:00,15722,1722304,10265,8020,1,1,Poland Ekstraklasa
2015/2016,2015-11-20 00:00:00,15722,1994741,177361,8028,3,5,Poland Ekstraklasa
2015/2016,2015-12-18 00:00:00,15722,1994775,10265,8023,0,1,Poland Ekstraklasa
2015/2016,2015-12-19 00:00:00,15722,1994780,1957,2186,2,2,Poland Ekstraklasa
2008/2009,2009-02-08 00:00:00,17642,509264,9809,10214,0,4,Portugal Liga ZON Sagres
2008/2009,2009-04-11 00:00:00,17642,509313,9773,10213,3,0,Portugal Liga ZON Sagres
2009/2010,2010-01-17 00:00:00,17642,686140,10212,9772,0,5,Portugal Liga ZON Sagres
2009/2010,2009-08-22 00:00:00,17642,686107,10215,6403,1,1,Portugal Liga ZON Sagres
2009/2010,2009-10-03 00:00:00,17642,686199,9809,7841,3,2,Portugal Liga ZON Sagres
2010/2011,2010-09-19 00:00:00,17642,859679,7841,10215,2,2,Portugal Liga ZON Sagres
2011/2012,2012-02-26 00:00:00,17642,1042987,6403,10214,0,2,Portugal Liga ZON Sagres
2011/2012,2011-10-02 00:00:00,17642,1042880,4064,10212,2,2,Portugal Liga ZON Sagres
2012/2013,2012-12-09 00:00:00,17642,1256665,7841,6403,0,0,Portugal Liga ZON Sagres
2012/2013,2012-12-09 00:00:00,17642,1256668,10212,10214,2,0,Portugal Liga ZON Sagres
2012/2013,2012-08-26 00:00:00,17642,1256066,10212,9764,0,0,Portugal Liga ZON Sagres
2012/2013,2012-08-27 00:00:00,17642,1256070,9768,7841,0,1,Portugal Liga ZON Sagres
2012/2013,2013-05-05 00:00:00,17642,1256751,10211,10212,4,2,Portugal Liga ZON Sagres
2012/2013,2013-05-05 00:00:00,17642,1256755,6403,9768,1,0,Portugal Liga ZON Sagres
2012/2013,2012-09-16 00:00:00,17642,1256247,10212,9768,1,1,Portugal Liga ZON Sagres
2013/2014,2013-08-31 00:00:00,17642,1498026,7844,10238,1,4,Portugal Liga ZON Sagres
2013/2014,2013-10-07 00:00:00,17642,1498060,7844,10212,1,0,Portugal Liga ZON Sagres
2014/2015,2014-11-09 00:00:00,17642,1748805,9768,6403,1,1,Portugal Liga ZON Sagres
2014/2015,2014-12-13 00:00:00,17642,1748829,6403,158085,2,1,Portugal Liga ZON Sagres
2014/2015,2015-01-09 00:00:00,17642,1750611,7842,8348,1,1,Portugal Liga ZON Sagres
2014/2015,2015-01-24 00:00:00,17642,1750629,7844,9764,2,2,Portugal Liga ZON Sagres
2014/2015,2015-02-01 00:00:00,17642,1750645,9764,10238,1,1,Portugal Liga ZON Sagres
2014/2015,2015-02-08 00:00:00,17642,1750650,7844,9807,0,1,Portugal Liga ZON Sagres
2014/2015,2015-04-10 00:00:00,17642,1750718,158085,9807,0,1,Portugal Liga ZON Sagres
2014/2015,2014-09-21 00:00:00,17642,1748755,9772,8348,3,1,Portugal Liga ZON Sagres
2015/2016,2015-12-21 00:00:00,17642,2015929,10264,6403,1,1,Portugal Liga ZON Sagres
2008/2009,2008-11-29 00:00:00,19694,490071,9925,8066,1,0,Scotland Premier League
2009/2010,2009-11-28 00:00:00,19694,658874,9925,9800,3,1,Scotland Premier League
2009/2010,2010-04-03 00:00:00,19694,659053,9927,8596,0,1,Scotland Premier League
2009/2010,2010-04-10 00:00:00,19694,659061,8429,10251,4,1,Scotland Premier League
2010/2011,2010-11-06 00:00:00,19694,840291,8467,8597,0,3,Scotland Premier League
2010/2011,2010-11-10 00:00:00,19694,840297,9927,8467,4,0,Scotland Premier League
2010/2011,2010-11-13 00:00:00,19694,840306,8429,8066,1,3,Scotland Premier League
2010/2011,2010-11-27 00:00:00,19694,840316,10251,8467,0,0,Scotland Premier League
2010/2011,2011-01-26 00:00:00,19694,840367,9925,9860,4,0,Scotland Premier League
2010/2011,2010-08-29 00:00:00,19694,840245,9800,10251,1,0,Scotland Premier League
2010/2011,2011-04-06 00:00:00,19694,840403,9925,10251,3,1,Scotland Premier League
2011/2012,2011-10-22 00:00:00,19694,1024360,8066,8457,1,1,Scotland Premier League
2011/2012,2011-10-29 00:00:00,19694,1024370,9925,10251,0,0,Scotland Premier League
2011/2012,2011-08-13 00:00:00,19694,1024201,9860,8485,3,0,Scotland Premier League
2011/2012,2011-09-24 00:00:00,19694,1024301,10251,9938,3,3,Scotland Premier League
2012/2013,2012-11-28 00:00:00,19694,1229252,9860,9925,0,4,Scotland Premier League
2012/2013,2012-09-22 00:00:00,19694,1228999,8597,9800,3,1,Scotland Premier League
2014/2015,2014-08-31 00:00:00,19694,1726044,8284,9925,1,1,Scotland Premier League
2015/2016,2015-11-21 00:00:00,19694,1990931,8426,8066,2,1,Scotland Premier League
2015/2016,2016-05-14 00:00:00,19694,2216667,8066,8284,4,0,Scotland Premier League
2015/2016,2015-08-22 00:00:00,19694,1990871,8597,8649,0,4,Scotland Premier League
2015/2016,2015-08-29 00:00:00,19694,1990878,8649,9938,2,1,Scotland Premier League
2008/2009,2008-11-22 00:00:00,21518,530254,10205,10281,0,3,Spain LIGA BBVA
2008/2009,2008-09-13 00:00:00,21518,530095,8634,8696,1,1,Spain LIGA BBVA
2008/2009,2009-04-04 00:00:00,21518,530592,8315,8661,2,1,Spain LIGA BBVA
2008/2009,2009-05-10 00:00:00,21518,530648,9864,8696,1,0,Spain LIGA BBVA
2008/2009,2008-11-01 00:00:00,21518,530232,10267,8696,2,4,Spain LIGA BBVA
2009/2010,2009-11-28 00:00:00,21518,684768,10267,8661,1,1,Spain LIGA BBVA
2009/2010,2009-12-12 00:00:00,21518,684787,10267,8633,2,3,Spain LIGA BBVA
2009/2010,2009-10-03 00:00:00,21518,684671,9906,8394,2,1,Spain LIGA BBVA
