id_partido,id_equipo
705317,8543
705320,10233
705348,8533
705351,8540
705366,9976
705370,8686
705390,8636
705599,8540
705601,9882
705611,8533
705344,10167
705291,9885
705298,8537
705309,9857
704820,8564
704881,9882
704431,8686
704463,8600
704468,8533
704471,9885
704520,8600
704527,8540
888293,9882
888306,8535
888330,10233
888335,8636
888339,8600
888348,8533
888373,10233
888386,9880
888400,9880
888409,8529
888425,8564
888431,8533
888435,9882
888446,8533
888447,8564
888454,8540
888455,9857
888460,9875
888472,8543
888498,8686
888512,8600
888514,9857
888532,9888
888538,9858
888191,9888
888196,8530
888200,9882
888215,8636
1082901,8636
1082904,6269
1083091,9880
1083102,8600
1083113,10233
1083121,10167
1083130,8524
1083138,9888
1083154,9857
1083162,8535
1083222,8636
1083228,9857
1083252,8600
1083272,9875
1083289,9888
1083294,8551
1083298,8533
1083302,8543
1083319,6269
1083338,8530
1083363,8636
1083369,6269
1083391,8600
1083403,8636
1083405,9885
1083394,8529
1083398,8524
1083364,9885
1083285,8636
1083314,8686
1082967,8636
1082968,8543
1083240,6269
1083185,8530
1083188,8535
1083191,9875
1083180,6269
1083157,10167
1083163,9875
1083167,8543
1083139,8600
1083145,8636
1082975,9880
1082979,10233
1082984,6269
1082985,8540
1082992,8530
1082997,9875
1083003,8636
1083019,10233
1083021,8543
1083044,8524
1083050,9885
1083057,6269
1286967,8533
1286973,9878
1287067,9857
1287073,9878
1287074,8686
1287079,8533
1287080,10233
1287081,8543
1287088,8530
1287091,9885
1287114,9875
1287121,8540
1287123,8686
1287144,9882
1287165,8530
1287170,8686
1287172,8535
1287191,8551
1287192,8533
1287198,8636
1287205,9857
1287214,8564
1287228,9857
1287234,9804
1287244,8529
1287248,8551
1287256,8530
1286988,8535
1286989,10233
1286991,9875
1287265,8524
1287266,10233
1287272,8535
1287278,8533
1287284,10233
1287285,9878
1287294,8686
1287299,9882
1287307,10167
1287312,10233
1287319,8551
1287342,8529
1287031,8564
1287033,9878
1287036,9804
1536516,9876
1536615,9885
1536618,8686
1536623,8537
1536626,10167
1536644,9875
1536645,8686
1536652,8530
1536655,10233
1536657,9885
1536661,8529
1536688,7943
1536689,9804
1536700,8524
1536721,9882
1536735,8524
1536738,8564
1536756,8524
1536773,8686
1536774,8564
1536779,8529
1536784,10167
1536793,9876
1536796,9804
1536797,8564
1536805,8530
1536544,8537
1536814,8535
1536816,9885
1536820,9857
1536830,8636
1536847,8600
1536850,9885
1536851,10233
1536864,7943
1536868,8529
1536883,7943
1536889,9876
1536896,10233
1536898,8564
1536551,9857
1536559,7943
1536562,8636
1536570,8524
1536572,8530
1536573,8535
1536577,8686
1536578,7943
1536581,8530
1536587,10167
1536594,9876
1536599,9804
1536604,9885
1536605,8543
1785972,8533
1786067,8564
1786084,9880
1786094,9880
1786108,8636
1786115,8534
1786118,8543
1786120,8540
1786125,8535
1786126,9876
1786128,9875
1786129,8686
1786152,9804
1786153,9880
1785990,9882
1786208,8529
1786212,8686
1786218,8533
1786221,8535
1786227,8529
1786231,9804
1786233,7943
1786235,8524
1786250,10167
1786282,8564
1785994,10233
1785999,9804
1786308,9804
1786315,9885
1786321,8535
1786329,9875
1786340,8540
1786357,8564
1786366,9882
1786367,7943
1786379,8600
1786004,8535
1786015,10233
1786047,8543
1786050,10167
2060261,8543
2060264,7943
2060467,8535
2060485,9891
2060487,8564
2060493,9804
2060504,8524
2060509,9876
2060513,8600
2060526,9891
2060545,9857
2060546,208931
2060552,9882
2060567,9885
2060629,8535
2060635,9804
2060297,7943
2060299,8543
2060300,9876
2060305,8540
2060306,9875
2060309,9804
2060313,208931
2060354,8686
2060414,208931
2060441,8636
2060282,8543
2060285,7943
2060474,8524
2060475,9876
2060497,8524
2060499,8533
2060518,7943
2060534,8600
2060540,9885
2060554,8540
2060576,9857
2060602,8540
2060615,8686
2060643,8564
2060325,8600
2060366,9891
2060372,7943
2060387,8535
508303,9803
523733,10229
523742,10228
523758,8464
523766,8674
523770,9803
523775,10235
523787,9761
523805,10217
523809,8614
523819,9791
523823,9761
523832,8593
523834,8674
523844,8277
523845,10235
523872,8611
523876,8464
523882,6601
523894,8464
523912,8526
523922,10229
523926,9908
523940,9908
523941,8611
523944,9803
523709,10235
523714,10217
523718,8464
523719,9791
523722,8611
523723,9761
523724,8640
662248,8525
662253,10235
662332,10219
662334,8464
662337,9908
662339,8611
662341,9761
662347,8640
662350,8674
662355,8674
662364,8611
662367,9761
662369,8593
662375,8525
662381,8674
662387,9908
662409,8640
662410,10228
662427,8464
662428,9761
662436,8525
662441,8593
662445,8464
662446,10228
662454,8611
662461,10219
662465,10228
662466,8277
662467,8525
662470,8614
662474,9761
662477,10219
662482,8464
662485,9839
662492,10235
662501,8611
662504,8593
662267,8614
662271,9908
662272,8674
662516,9791
662519,8614
662526,8277
662537,8593
662541,8614
662545,9803
662274,8464
662278,9839
662281,8593
662282,10235
662286,8464
662287,10229
662289,9761
662293,10228
662295,10217
662296,8593
662303,9803
662309,9839
836095,8526
836313,8611
836337,8593
836341,9908
836344,9761
836359,8464
836364,8611
836370,8526
836375,9908
836381,9791
836398,10229
836407,8611
836413,10217
836428,8525
836432,10229
836459,8611
836466,8593
836501,8593
836505,10229
836518,9791
836526,8674
836531,9839
836569,10228
836601,8526
836608,8611
836630,8593
836638,8526
836642,9839
836644,9761
836649,8526
836652,8525
836662,8525
836668,9803
836669,9761
836675,10235
836679,9791
836686,8611
836694,8525
836695,9803
836700,8277
836151,8525
836185,10228
836223,9908
836239,10217
836267,10229
836273,8593
1028470,10228
1028574,8593
1028576,8674
1028593,9908
1028600,9791
1028601,8593
1028611,10219
1028614,8611
1028618,8526
1028624,10217
1028630,10219
1028641,10228
1028477,8611
1028708,10218
1028710,9791
1028758,9761
1028786,9839
1028841,8593
1028889,10217
1028899,10218
1028937,8593
1028951,10219
1028498,9761
1028958,10235
1028967,10219
1028996,8611
1029005,9908
1029010,8526
1029013,10219
1029047,10229
1028516,9908
1028520,8640
1028528,9839
1028532,9839
1028539,8640
1028544,10229
1028552,8277
1028557,8464
1028564,8464
1222671,9791
1222674,8277
1222849,8640
1222854,8611
1222866,8464
1222873,8640
1222891,9761
1222897,10229
1222909,9791
1223006,8611
1223019,10235
1223038,10219
1222678,9761
1222681,10235
1222682,8674
1222685,10229
1223166,8611
1223168,6413
1223171,10219
1223217,9908
1223251,9908
1222686,10219
1222687,9908
1222689,9791
1222690,8593
1223297,10228
1223345,8525
1222700,9803
1222716,8640
1222720,8593
1222732,10235
1222753,10219
1222763,8640
1222810,10219
1473104,6433
1473117,9761
1473121,8277
1473131,10228
1473134,9761
1473140,8593
1473159,8593
1473164,8674
1473167,6413
1473174,9791
1473040,10219
1473200,6433
1473227,9791
1473235,8593
1473250,10229
1473270,8277
1473273,6413
1473275,10229
1473279,10219
1473281,8674
1473041,7788
1473044,9803
1473048,9761
1473286,8464
1473292,9803
1473294,10228
1473319,8277
1473302,8674
1473312,10235
1473320,8593
1473324,8674
1473326,8611
1473064,10229
1473068,10217
1473081,9803
1473083,9761
1473093,8464
1712398,9791
1712497,7788
1712502,10235
1712503,10229
1712511,6631
1712513,9761
1712516,10217
1712517,10218
1712519,8640
1712520,10229
1712525,6413
1712530,9761
1712532,10235
1712557,7788
1712577,8525
1712591,8674
1712601,9761
1712605,9791
1712616,9908
1712618,8640
1712631,9761
1712645,6413
1712413,8525
1712419,10217
1712665,10229
1712669,10235
1712677,10218
1712422,7788
1712427,9761
1712434,6413
1712438,6631
1712443,9791
1712456,10228
1712463,10229
1712465,8593
1712471,10228
1983361,10235
1983367,10217
1983374,8525
1983375,6413
1983399,10218
1983411,10217
1983423,8464
1983425,8611
1983427,6413
1983428,9803
1983433,8464
1983436,8593
1983439,10229
1983282,8526
1983287,7788
1983448,10218
1983462,10217
1983466,8593
1983481,10228
1983491,8640
1983495,9908
1983497,10217
1983500,8674
1983501,10228
1983517,10235
1983524,9791
1983525,8526
1983528,8525
1983537,8640
1983551,8674
1983566,9791
1983567,8277
1983571,10235
1983305,10229
1983309,9803
1983312,6413
1983319,6413
1983339,10218
1983346,9791
506545,8244
506617,1957
506619,8322
506525,8020
506528,8322
506539,8030
506540,8031
506634,1957
506635,8322
506639,8025
506649,8025
506674,10265
506676,8020
506553,1957
506685,8025
506690,8673
506691,8244
506697,1957
506709,8020
506712,2182
506720,8031
506732,8028
506741,8322
506742,8028
506744,8673
506749,8031
506751,8030
506752,1601
506758,10265
506571,8322
506577,8244
506580,8031
506583,8242
506588,8322
506592,8025
506596,8031
506607,2183
506610,8244
674198,8569
674205,1601
674210,2183
674576,8028
674588,8025
673647,8242
674616,8322
674630,2182
674635,8030
674637,8025
674638,8242
674643,8569
674851,10265
674852,8673
674864,8030
674865,1601
674871,2186
674878,2183
674880,8569
674883,8322
674885,2186
673679,10265
673682,8028
673696,2182
674886,8031
673748,8025
673751,8569
673781,8245
673784,8030
673794,8031
673811,2183
673828,8322
838395,8020
838483,8245
838533,2186
838553,8021
838611,2186
838626,8020
838660,8569
838668,1601
838670,2186
838401,2182
838715,8025
838758,8569
838766,10265
838788,8025
838799,8245
838847,8322
838851,8245
838414,8030
838858,8030
838416,8030
838421,8021
838430,1957
838442,8322
838463,8024
838470,2186
1030913,2183
1030929,2182
1030933,8024
1030970,8673
1030984,10265
1031077,2182
1031151,8024
1031189,8020
1031191,8245
1031214,8021
1031167,8569
1031179,8025
1031180,10265
1030821,8569
1031158,8024
492475,9984
492476,9991
492568,7947
492570,9996
492574,9998
492576,9984
492583,9987
492623,9986
492649,8342
492677,10001
492683,8635
492702,8571
492728,9999
492734,4049
492746,9998
492763,9993
492769,9993
492779,9998
492785,8571
492804,10001
492805,9987
492807,9999
492814,8203
492488,9996
492853,9985
492996,9991
493000,9993
493001,8203
493019,9985
493022,9993
493025,9984
493026,9998
493047,10001
493048,9999
493055,10000
493059,9987
493062,9999
493063,9993
493065,8571
493067,9986
492492,9987
492496,8203
493070,10001
493083,8635
493085,9994
493103,8635
493104,9998
493106,9987
492511,9993
492535,9993
492541,9999
492549,7947
665324,8203
665429,10000
665440,9997
665446,9999
665554,9984
665574,10000
665577,8571
665585,8342
665596,9993
665606,8571
665616,9985
665633,8571
665332,10001
665680,8571
665681,8203
665692,8203
665719,9984
665745,8635
665746,9997
665335,9987
665337,9984
665338,9994
665341,9999
665774,9999
665360,10001
665361,8342
