season,team_api_id,player_id
2013/2014,9768,291219.0
2013/2014,10212,164479.0
2013/2014,6403,116907.0
2013/2014,10215,214450.0
2013/2014,9773,38239.0
2014/2015,10238,40973.0
2014/2015,8613,363910.0
2014/2015,7842,171935.0
2014/2015,9773,179795.0
2014/2015,9764,281993.0
2014/2015,8613,173465.0
2014/2015,7841,403003.0
2014/2015,10212,121639.0
2014/2015,9773,38239.0
2014/2015,10238,45359.0
2014/2015,9773,213704.0
2014/2015,7842,267383.0
2014/2015,9764,164212.0
2014/2015,10212,568903.0
2014/2015,9764,361055.0
2014/2015,9773,51360.0
2014/2015,10264,281628.0
2015/2016,158085,388532.0
2015/2016,7841,184114.0
2015/2016,188163,168065.0
2015/2016,7844,96838.0
2015/2016,9772,292313.0
2015/2016,9772,39122.0
2015/2016,6367,306239.0
2015/2016,7842,195500.0
2015/2016,158085,282529.0
2008/2009,9800,38497.0
2008/2009,9925,25643.0
2008/2009,8596,40133.0
2008/2009,8597,32703.0
2008/2009,8597,38071.0
2009/2010,9925,41061.0
2009/2010,8485,32421.0
2009/2010,8429,32924.0
2009/2010,8429,148905.0
2009/2010,8467,56852.0
2009/2010,10251,32637.0
2010/2011,8597,32703.0
2010/2011,9925,41061.0
2011/2012,10251,116085.0
2011/2012,8548,43279.0
2012/2013,8649,32620.0
2012/2013,9860,32593.0
2012/2013,9800,24839.0
2012/2013,8649,36607.0
2014/2015,8597,246316.0
2014/2015,8426,214953.0
2014/2015,8485,317544.0
2015/2016,9860,209815.0
2015/2016,8649,24439.0
2008/2009,10281,25551.0
2009/2010,8696,35638.0
2009/2010,8315,179772.0
2010/2011,8558,40165.0
2010/2011,9783,164210.0
2010/2011,8581,75214.0
2010/2011,8558,75194.0
2010/2011,9783,37845.0
2011/2012,8581,38550.0
2011/2012,10205,205307.0
2011/2012,9869,287689.0
2011/2012,10205,187150.0
2011/2012,9869,106600.0
2011/2012,8371,295200.0
2011/2012,8634,26434.0
2012/2013,8558,195589.0
2012/2013,8394,369800.0
2012/2013,8581,303088.0
2012/2013,8394,194036.0
2012/2013,8560,75342.0
2013/2014,8603,319055.0
2013/2014,8634,19533.0
2013/2014,10281,25347.0
2013/2014,10268,500791.0
2014/2015,8305,213489.0
2014/2015,8372,42524.0
2014/2015,10268,500791.0
2014/2015,8634,522579.0
2014/2015,8634,19533.0
2014/2015,8372,41292.0
2015/2016,8305,213489.0
2015/2016,8315,33028.0
2015/2016,8305,183548.0
2015/2016,8370,111975.0
2015/2016,8581,477472.0
2008/2009,9956,35679.0
2008/2009,9931,36025.0
2008/2009,10243,30936.0
2008/2009,10243,25816.0
2008/2009,9824,67342.0
2009/2010,7955,115160.0
2009/2010,9930,7099.0
2009/2010,10179,41530.0
